,Mkt-RF,SMB,HML,RF
20141222,    0.37,    0.20,   -0.10,    0.00
20141223,    0.21,   -0.30,    1.10,    0.00
20141224,    0.06,    0.36,   -0.18,    0.00
20141226,    0.38,    0.37,   -0.30,    0.00
20141229,    0.13,    0.16,    0.57,    0.00
20141230,   -0.48,    0.06,    0.32,    0.00
20141231,   -0.93,    0.50,   -0.45,    0.00
20150102,   -0.12,   -0.59,    0.12,    0.00
20150105,   -1.84,    0.33,   -0.67,    0.00
20150106,   -1.03,   -0.79,   -0.29,    0.00
20150107,    1.19,    0.20,   -0.67,    0.00
20150108,    1.81,   -0.11,   -0.29,    0.00
20150109,   -0.85,    0.00,   -0.47,    0.00
20150112,   -0.78,    0.40,   -0.44,    0.00
20150113,   -0.19,    0.27,    0.01,    0.00
20150114,   -0.60,    0.29,   -0.50,    0.00
20150115,   -1.08,   -1.00,    0.61,    0.00
20150116,    1.36,    0.47,   -0.13,    0.00
20150120,    0.11,   -0.66,   -0.54,    0.00
20150121,    0.42,   -0.97,    0.59,    0.00
20150122,    1.58,    0.45,    0.42,    0.00
20150123,   -0.47,    0.50,   -0.76,    0.00
20150126,    0.42,    0.59,   -0.05,    0.00
20150127,   -1.22,    0.65,    0.20,    0.00
20150128,   -1.39,   -0.06,   -0.81,    0.00
20150129,    0.98,    0.26,    0.04,    0.00
20150130,   -1.31,   -0.79,    0.05,    0.00
20150202,    1.24,   -0.46,    1.00,    0.00
20150203,    1.49,    0.15,    0.50,    0.00
20150204,   -0.35,   -0.08,   -0.21,    0.00
20150205,    1.10,    0.46,   -0.07,    0.00
20150206,   -0.20,    0.09,    0.34,    0.00
20150209,   -0.46,   -0.36,    0.11,    0.00
20150210,    1.05,   -0.30,   -0.73,    0.00
20150211,    0.03,   -0.08,   -0.34,    0.00
20150212,    1.00,    0.16,   -0.05,    0.00
20150213,    0.47,    0.17,   -0.30,    0.00
20150217,    0.16,   -0.04,   -0.03,    0.00
20150218,    0.03,    0.32,   -0.83,    0.00
20150219,   -0.01,    0.28,   -0.38,    0.00
20150220,    0.61,   -0.40,   -0.27,    0.00
20150223,   -0.08,    0.04,   -0.37,    0.00
20150224,    0.32,   -0.04,    0.71,    0.00
20150225,    0.01,    0.23,   -0.48,    0.00
20150226,   -0.08,    0.66,   -0.50,    0.00
20150227,   -0.36,   -0.22,    0.22,    0.00
20150302,    0.62,    0.23,   -0.46,    0.00
20150303,   -0.43,   -0.31,    0.32,    0.00
20150304,   -0.41,    0.12,   -0.37,    0.00
20150305,    0.15,    0.27,   -0.43,    0.00
20150306,   -1.29,    0.29,    0.41,    0.00
20150309,    0.37,    0.09,    0.00,    0.00
20150310,   -1.63,    0.44,   -0.53,    0.00
20150311,   -0.03,    0.54,    0.51,    0.00
20150312,    1.28,    0.40,    0.45,    0.00
20150313,   -0.58,    0.21,   -0.02,    0.00
20150316,    1.24,   -0.77,   -0.38,    0.00
20150317,   -0.19,    0.53,   -0.01,    0.00
20150318,    1.09,   -0.53,    0.02,    0.00
20150319,   -0.36,    0.89,   -1.11,    0.00
20150320,    0.81,   -0.16,    0.56,    0.00
20150323,   -0.19,    0.20,    0.24,    0.00
20150324,   -0.51,    0.61,   -0.26,    0.00
20150325,   -1.56,   -1.01,    1.03,    0.00
20150326,   -0.22,    0.12,   -0.04,    0.00
20150327,    0.32,    0.51,   -0.72,    0.00
20150330,    1.24,    0.01,    0.01,    0.00
20150331,   -0.75,    0.40,    0.39,    0.00
20150401,   -0.38,    0.35,    0.42,    0.00
20150402,    0.35,   -0.09,    0.28,    0.00
20150406,    0.61,   -0.29,   -0.08,    0.00
20150407,   -0.22,   -0.19,   -0.19,    0.00
20150408,    0.37,    0.56,   -0.74,    0.00
20150409,    0.41,   -0.70,   -0.08,    0.00
20150410,    0.49,   -0.08,   -0.27,    0.00
20150413,   -0.38,    0.51,    0.24,    0.00
20150414,    0.10,   -0.21,    0.22,    0.00
20150415,    0.57,    0.25,    0.36,    0.00
20150416,   -0.08,   -0.09,   -0.20,    0.00
20150417,   -1.23,   -0.47,    0.17,    0.00
20150420,    0.95,    0.17,   -0.28,    0.00
20150421,   -0.10,    0.18,   -0.73,    0.00
20150422,    0.46,   -0.37,    0.18,    0.00
20150423,    0.29,    0.27,   -0.25,    0.00
20150424,    0.17,   -0.49,   -0.30,    0.00
20150427,   -0.53,   -0.70,    0.56,    0.00
20150428,    0.27,    0.18,    1.06,    0.00
20150429,   -0.39,   -0.74,    0.72,    0.00
20150430,   -1.11,   -1.06,    0.71,    0.00
20150501,    1.01,   -0.30,   -0.61,    0.00
20150504,    0.32,    0.04,    0.22,    0.00
20150505,   -1.19,   -0.16,    0.52,    0.00
20150506,   -0.31,    0.64,   -0.12,    0.00
20150507,    0.39,    0.08,   -0.37,    0.00
20150508,    1.21,   -0.56,   -0.11,    0.00
20150511,   -0.39,    0.69,   -0.05,    0.00
20150512,   -0.26,   -0.01,    0.14,    0.00
20150513,    0.01,   -0.02,    0.04,    0.00
20150514,    1.01,   -0.09,   -0.34,    0.00
20150515,    0.05,   -0.25,   -0.20,    0.00
20150518,    0.44,    0.75,   -0.11,    0.00
20150519,   -0.09,   -0.12,    0.23,    0.00
20150520,   -0.05,    0.21,   -0.10,    0.00
20150521,    0.23,   -0.28,    0.02,    0.00
20150522,   -0.22,   -0.10,   -0.13,    0.00
20150526,   -1.01,   -0.02,   -0.02,    0.00
20150527,    0.93,    0.35,   -0.32,    0.00
20150528,   -0.11,    0.09,    0.15,    0.00
20150529,   -0.58,    0.01,    0.05,    0.00
20150601,    0.17,   -0.03,   -0.23,    0.00
20150602,   -0.02,    0.32,    0.35,    0.00
20150603,    0.39,    0.89,   -0.26,    0.00
20150604,   -0.88,   -0.10,    0.00,    0.00
20150605,    0.06,    0.82,    0.09,    0.00
20150608,   -0.66,    0.03,    0.01,    0.00
20150609,    0.02,   -0.31,    0.37,    0.00
20150610,    1.19,    0.15,    0.21,    0.00
20150611,    0.21,   -0.10,   -0.10,    0.00
20150612,   -0.63,    0.33,    0.12,    0.00
20150615,   -0.45,    0.12,   -0.14,    0.00
20150616,    0.57,    0.11,   -0.01,    0.00
20150617,    0.16,   -0.28,   -0.66,    0.00
20150618,    0.99,    0.22,   -0.44,    0.00
20150619,   -0.43,    0.56,   -0.21,    0.00
20150622,    0.63,    0.09,   -0.06,    0.00
20150623,    0.12,    0.25,    0.29,    0.00
20150624,   -0.79,   -0.12,    0.13,    0.00
20150625,   -0.25,    0.36,   -0.21,    0.00
20150626,   -0.06,   -0.22,    0.41,    0.00
20150629,   -2.14,   -0.44,    0.17,    0.00
20150630,    0.33,    0.32,   -0.66,    0.00
20150701,    0.61,   -0.76,   -0.04,    0.00
20150702,   -0.11,   -0.57,   -0.10,    0.00
20150706,   -0.37,    0.19,   -0.56,    0.00
20150707,    0.53,   -0.46,   -0.28,    0.00
20150708,   -1.68,    0.00,    0.09,    0.00
20150709,    0.29,    0.14,    0.02,    0.00
20150710,    1.23,    0.23,   -0.52,    0.00
20150713,    1.14,   -0.08,   -0.43,    0.00
20150714,    0.48,    0.17,    0.10,    0.00
20150715,   -0.18,   -0.79,   -0.06,    0.00
20150716,    0.77,   -0.16,   -0.64,    0.00
20150717,    0.05,   -0.59,   -0.65,    0.00
20150720,   -0.01,   -0.71,   -0.61,    0.00
20150721,   -0.46,    0.01,    0.30,    0.00
20150722,   -0.17,    0.19,    0.23,    0.00
20150723,   -0.58,   -0.39,   -0.31,    0.00
20150724,   -1.09,   -0.62,    0.04,    0.00
20150727,   -0.74,   -0.25,    0.05,    0.00
20150728,    1.23,   -0.37,   -0.14,    0.00
20150729,    0.75,   -0.39,    0.53,    0.00
20150730,    0.10,    0.15,   -0.27,    0.00
20150731,   -0.15,    0.85,   -1.01,    0.00
20150803,   -0.34,   -0.33,   -0.20,    0.00
20150804,   -0.14,    0.03,   -0.13,    0.00
20150805,    0.36,   -0.02,   -0.40,    0.00
20150806,   -0.88,   -0.53,    1.93,    0.00
20150807,   -0.36,   -0.48,   -0.30,    0.00
20150810,    1.31,    0.14,    0.70,    0.00
20150811,   -0.98,   -0.09,    0.42,    0.00
20150812,    0.07,   -0.10,   -0.32,    0.00
20150813,   -0.14,   -0.47,    0.08,    0.00
20150814,    0.43,    0.15,    0.44,    0.00
20150817,    0.60,    0.44,   -0.86,    0.00
20150818,   -0.35,   -0.63,    0.37,    0.00
20150819,   -0.85,   -0.12,   -0.22,    0.00
20150820,   -2.24,   -0.27,    0.55,    0.00
20150821,   -2.95,    1.86,    0.14,    0.00
20150824,   -3.91,    0.34,   -0.43,    0.00
20150825,   -1.16,    0.71,   -0.60,    0.00
20150826,    3.68,   -1.36,   -0.33,    0.00
20150827,    2.40,   -0.72,    0.61,    0.00
20150828,    0.23,    0.99,    0.08,    0.00
20150831,   -0.74,    0.77,    1.42,    0.00
20150901,   -2.91,    0.31,   -0.50,    0.00
20150902,    1.82,   -0.14,   -0.92,    0.00
20150903,    0.17,   -0.34,    0.74,    0.00
20150904,   -1.39,    0.91,   -0.57,    0.00
20150908,    2.52,   -0.34,   -0.58,    0.00
20150909,   -1.34,    0.15,    0.15,    0.00
20150910,    0.49,   -0.11,   -0.36,    0.00
20150911,    0.44,   -0.19,   -0.69,    0.00
20150914,   -0.41,    0.02,    0.04,    0.00
20150915,    1.22,   -0.20,    0.27,    0.00
20150916,    0.85,    0.01,    0.43,    0.00
20150917,   -0.17,    0.92,   -1.49,    0.00
20150918,   -1.62,    0.50,   -0.96,    0.00
20150921,    0.36,   -0.96,    1.24,    0.00
20150922,   -1.29,   -0.28,    0.13,    0.00
20150923,   -0.27,   -0.16,   -0.15,    0.00
20150924,   -0.36,    0.27,    0.52,    0.00
20150925,   -0.22,   -1.68,    1.87,    0.00
20150928,   -2.63,   -0.31,    1.16,    0.00
20150929,   -0.06,   -0.74,    0.70,    0.00
20150930,    1.88,   -0.43,   -0.44,    0.00
20151001,    0.13,   -0.45,   -0.06,    0.00
20151002,    1.48,    0.32,   -0.84,    0.00
20151005,    1.93,    0.62,    0.77,    0.00
20151006,   -0.43,   -0.24,    1.64,    0.00
20151007,    0.94,    0.77,   -0.24,    0.00
20151008,    0.85,    0.23,    0.74,    0.00
20151009,    0.12,    0.22,   -1.08,    0.00
20151012,    0.06,   -0.38,   -0.08,    0.00
20151013,   -0.73,   -0.74,    0.66,    0.00
20151014,   -0.60,   -0.29,   -0.07,    0.00
20151015,    1.56,    0.67,   -0.09,    0.00
20151016,    0.35,   -0.46,   -0.32,    0.00
20151019,    0.00,    0.16,   -0.68,    0.00
20151020,   -0.15,    0.01,    1.22,    0.00
20151021,   -0.73,   -0.88,   -0.20,    0.00
20151022,    1.50,   -0.79,    0.32,    0.00
20151023,    1.09,   -0.01,   -0.56,    0.00
20151026,   -0.20,   -0.34,   -0.72,    0.00
20151027,   -0.42,   -0.87,   -0.93,    0.00
20151028,    1.43,    1.42,    0.68,    0.00
20151029,   -0.20,   -0.81,   -0.06,    0.00
20151030,   -0.42,    0.20,   -0.57,    0.00
20151102,    1.25,    0.85,   -0.02,    0.00
20151103,    0.33,    0.40,    0.24,    0.00
20151104,   -0.25,    0.33,   -0.32,    0.00
20151105,   -0.07,    0.02,    0.49,    0.00
20151106,    0.14,    0.87,    0.33,    0.00
20151109,   -0.95,   -0.24,   -0.04,    0.00
20151110,    0.13,    0.00,    0.22,    0.00
20151111,   -0.43,   -0.50,   -0.18,    0.00
20151112,   -1.45,   -0.52,   -0.41,    0.00
20151113,   -1.06,    0.32,    0.36,    0.00
20151116,    1.39,   -0.60,    0.48,    0.00
20151117,   -0.11,   -0.12,   -0.64,    0.00
20151118,    1.61,   -0.02,   -0.08,    0.00
20151119,   -0.13,   -0.25,   -0.17,    0.00
20151120,    0.35,    0.43,   -0.39,    0.00
20151123,   -0.01,    0.65,   -0.35,    0.00
20151124,    0.21,    0.69,    0.25,    0.00
20151125,    0.07,    0.88,   -0.54,    0.00
20151127,    0.09,    0.24,   -0.29,    0.00
20151130,   -0.48,    0.12,    0.67,    0.00
20151201,    0.97,   -0.66,    0.25,    0.00
20151202,   -1.01,    0.25,   -0.70,    0.00
20151203,   -1.50,   -0.20,    0.40,    0.00
20151204,    1.87,   -1.02,   -0.48,    0.00
20151207,   -0.83,   -0.88,   -0.68,    0.00
20151208,   -0.58,    0.47,   -1.19,    0.00
20151209,   -0.83,   -0.35,    0.39,    0.00
20151210,    0.30,    0.11,   -0.23,    0.00
20151211,   -2.02,   -0.23,   -0.06,    0.00
20151214,    0.29,   -1.03,   -0.17,    0.00
20151215,    1.10,    0.05,    0.79,    0.00
20151216,    1.47,    0.02,   -0.68,    0.00
20151217,   -1.46,    0.40,   -0.36,    0.00
20151218,   -1.69,    0.75,   -0.37,    0.00
20151221,    0.74,   -0.18,   -0.07,    0.00
20151222,    0.89,   -0.07,    0.51,    0.00
20151223,    1.29,    0.12,    0.57,    0.00
20151224,   -0.11,    0.29,   -0.02,    0.00
20151228,   -0.28,   -0.47,   -0.36,    0.00
20151229,    1.05,    0.09,   -0.27,    0.00
20151230,   -0.74,   -0.17,   -0.15,    0.00
20151231,   -0.92,   -0.24,    0.23,    0.00
20160104,   -1.59,   -0.87,    0.52,    0.00
20160105,    0.13,   -0.18,    0.00,    0.00
20160106,   -1.34,   -0.13,    0.01,    0.00
20160107,   -2.44,   -0.29,    0.08,    0.00
20160108,   -1.11,   -0.49,   -0.03,    0.00
20160111,   -0.06,   -0.64,    0.40,    0.00
20160112,    0.72,   -0.42,   -0.78,    0.00
20160113,   -2.66,   -0.73,    0.80,    0.00
20160114,    1.65,    0.02,   -0.41,    0.00
20160115,   -2.13,    0.40,   -0.22,    0.00
20160119,   -0.19,   -1.33,   -0.07,    0.00
20160120,   -0.94,    1.87,   -1.26,    0.00
20160121,    0.45,   -0.52,   -0.01,    0.00
20160122,    2.08,    0.21,   -0.19,    0.00
20160125,   -1.70,   -0.39,   -0.98,    0.00
20160126,    1.52,    0.41,    1.18,    0.00
20160127,   -1.11,   -0.56,    1.70,    0.00
20160128,    0.49,   -0.46,    1.26,    0.00
20160129,    2.57,    0.48,    0.42,    0.00
20160201,   -0.04,   -0.19,   -1.00,    0.00
20160202,   -2.00,   -0.03,   -0.36,    0.00
20160203,    0.46,   -0.33,    0.45,    0.00
20160204,    0.27,    0.11,    0.35,    0.00
20160205,   -2.06,   -1.06,    1.63,    0.00
20160208,   -1.51,   -0.01,    0.82,    0.00
20160209,   -0.08,   -0.47,   -0.29,    0.00
20160210,    0.01,   -0.05,   -0.55,    0.00
20160211,   -1.17,    0.51,   -1.47,    0.00
20160212,    1.98,   -0.52,    1.08,    0.00
20160216,    1.78,    0.52,   -0.52,    0.00
20160217,    1.74,   -0.06,   -0.65,    0.00
20160218,   -0.51,    0.00,    0.22,    0.00
20160219,    0.06,    0.42,   -0.58,    0.00
20160222,    1.43,   -0.27,    0.26,    0.00
20160223,   -1.21,    0.47,   -0.50,    0.00
20160224,    0.54,    0.70,   -0.29,    0.00
20160225,    1.10,   -0.43,    0.22,    0.00
20160226,   -0.02,    0.80,    0.29,    0.00
20160229,   -0.69,    0.65,    0.25,    0.00
20160301,    2.34,   -0.66,    0.39,    0.00
20160302,    0.54,    0.52,    0.68,    0.00
20160303,    0.50,    0.46,    0.65,    0.00
20160304,    0.37,    0.29,    0.28,    0.00
20160307,    0.21,    1.20,    0.55,    0.00
20160308,   -1.27,   -1.17,   -0.47,    0.00
20160309,    0.50,    0.01,    0.40,    0.00
20160310,   -0.10,   -0.86,    0.62,    0.00
20160311,    1.69,    0.28,    0.23,    0.00
20160314,   -0.12,   -0.08,   -0.90,    0.00
20160315,   -0.35,   -1.49,    0.69,    0.00
20160316,    0.63,    0.10,   -0.09,    0.00
20160317,    0.71,    0.83,    0.59,    0.00
20160318,    0.54,    0.37,   -0.14,    0.00
20160321,    0.10,   -0.22,   -0.32,    0.00
20160322,   -0.05,   -0.01,   -0.45,    0.00
20160323,   -0.85,   -1.17,   -0.16,    0.00
20160324,    0.00,    0.48,   -0.06,    0.00
20160328,    0.04,   -0.03,    0.16,    0.00
20160329,    1.07,    1.80,   -1.19,    0.00
20160330,    0.41,   -0.30,    0.16,    0.00
20160331,   -0.11,    0.45,   -0.49,    0.00
20160401,    0.64,   -0.25,   -0.63,    0.00
20160404,   -0.41,   -0.20,   -0.78,    0.00
20160405,   -0.94,   -0.08,   -0.38,    0.00
20160406,    1.14,    0.22,   -0.76,    0.00
20160407,   -1.23,   -0.05,   -0.38,    0.00
20160408,    0.29,    0.02,    0.68,    0.00
20160411,   -0.28,   -0.13,    0.95,    0.00
20160412,    0.99,   -0.07,    0.87,    0.00
20160413,    1.23,    0.86,    0.38,    0.00
20160414,    0.03,   -0.26,    0.14,    0.00
20160415,   -0.04,    0.34,   -0.34,    0.00
20160418,    0.65,    0.11,   -0.19,    0.00
20160419,    0.28,   -0.37,    1.48,    0.00
20160420,    0.15,   -0.11,    0.58,    0.00
20160421,   -0.48,    0.10,   -0.60,    0.00
20160422,    0.12,    0.82,    0.51,    0.00
20160425,   -0.24,   -0.58,   -0.18,    0.00
20160426,    0.29,    0.66,    0.81,    0.00
20160427,    0.21,    0.05,    0.70,    0.00
20160428,   -0.96,   -0.13,   -0.02,    0.00
20160429,   -0.50,   -0.15,    0.36,    0.00
20160502,    0.78,    0.03,   -0.38,    0.00
20160503,   -1.05,   -0.66,   -0.45,    0.00
20160504,   -0.66,   -0.14,    0.05,    0.00
20160505,   -0.08,   -0.50,    0.06,    0.00
20160506,    0.38,    0.03,    0.24,    0.00
20160509,    0.05,    0.39,   -1.46,    0.00
20160510,    1.26,   -0.40,    0.50,    0.00
20160511,   -0.89,   -0.35,    0.79,    0.00
20160512,   -0.11,   -0.62,    0.14,    0.00
20160513,   -0.82,    0.39,   -0.67,    0.00
20160516,    0.99,    0.28,   -0.23,    0.00
20160517,   -0.95,   -0.80,    0.61,    0.00
20160518,    0.10,    0.13,    0.89,    0.00
20160519,   -0.32,   -0.35,   -0.26,    0.00
20160520,    0.75,    0.90,   -0.26,    0.00
20160523,   -0.19,    0.25,   -0.32,    0.00
20160524,    1.43,    0.71,   -0.35,    0.00
20160525,    0.71,   -0.21,    0.56,    0.00
20160526,   -0.04,   -0.08,   -0.53,    0.00
20160527,    0.48,    0.35,   -0.17,    0.00
20160531,   -0.01,    0.52,   -0.37,    0.00
20160601,    0.20,    0.65,   -0.21,    0.00
20160602,    0.35,    0.33,   -0.58,    0.00
20160603,   -0.38,   -0.16,   -0.07,    0.00
20160606,    0.60,    0.67,    0.31,    0.00
20160607,    0.12,    0.16,    0.10,    0.00
20160608,    0.37,    0.45,   -0.09,    0.00
20160609,   -0.27,   -0.40,   -0.24,    0.00
20160610,   -1.05,   -0.35,   -0.18,    0.00
20160613,   -0.84,   -0.35,    0.12,    0.00
20160614,   -0.19,    0.26,   -0.72,    0.00
20160615,   -0.11,    0.23,   -0.03,    0.00
20160616,    0.24,   -0.35,   -0.44,    0.00
20160617,   -0.30,   -0.11,    0.95,    0.00
20160620,    0.71,    0.62,    0.01,    0.00
20160621,    0.21,   -0.64,    0.51,    0.00
20160622,   -0.20,   -0.32,    0.07,    0.00
20160623,    1.45,    0.51,    0.47,    0.00
20160624,   -3.69,    0.17,   -1.21,    0.00
20160627,   -2.06,   -0.95,   -0.72,    0.00
20160628,    1.76,   -0.38,    0.16,    0.00
20160629,    1.79,    0.28,   -0.04,    0.00
20160630,    1.42,    0.35,    0.42,    0.00
20160701,    0.24,    0.52,   -0.43,    0.00
20160705,   -0.84,   -0.63,   -1.38,    0.00
20160706,    0.62,    0.17,   -0.12,    0.00
20160707,    0.02,    0.33,   -0.18,    0.00
20160708,    1.59,    0.91,    0.33,    0.00
20160711,    0.42,    0.60,    0.28,    0.00
20160712,    0.75,    0.62,    0.98,    0.00
20160713,   -0.04,   -0.51,    0.48,    0.00
20160714,    0.51,   -0.46,    0.46,    0.00
20160715,   -0.05,    0.31,    0.01,    0.00
20160718,    0.24,   -0.02,   -0.14,    0.00
20160719,   -0.22,   -0.64,    0.04,    0.00
20160720,    0.48,    0.44,   -0.89,    0.00
20160721,   -0.38,   -0.05,   -0.03,    0.00
20160722,    0.48,    0.26,   -0.13,    0.00
20160725,   -0.27,   -0.05,   -0.23,    0.00
20160726,    0.13,    0.58,    0.54,    0.00
20160727,   -0.14,    0.55,   -0.43,    0.00
20160728,    0.19,   -0.48,   -0.33,    0.00
20160729,    0.17,   -0.05,    0.03,    0.00
20160801,   -0.16,    0.20,   -0.90,    0.00
20160802,   -0.70,   -0.57,    0.17,    0.00
20160803,    0.45,    0.49,    0.80,    0.00
20160804,    0.05,    0.09,   -0.38,    0.00
20160805,    0.92,    0.39,    1.00,    0.00
20160808,   -0.06,    0.02,    0.50,    0.00
20160809,    0.05,   -0.03,   -0.28,    0.00
20160810,   -0.29,   -0.44,   -0.18,    0.00
20160811,    0.54,    0.14,    0.03,    0.00
20160812,   -0.06,    0.09,   -0.17,    0.00
20160815,    0.38,    0.75,    0.39,    0.00
20160816,   -0.57,   -0.27,    0.58,    0.00
20160817,    0.12,   -0.55,    0.24,    0.00
20160818,    0.32,    0.46,    0.34,    0.00
20160819,   -0.11,    0.10,   -0.13,    0.00
20160822,   -0.02,    0.25,   -0.40,    0.00
20160823,    0.26,    0.57,   -0.01,    0.00
20160824,   -0.55,   -0.48,    0.37,    0.00
20160825,   -0.08,    0.19,    0.48,    0.00
20160826,   -0.15,    0.14,   -0.08,    0.00
20160829,    0.53,   -0.08,    0.34,    0.00
20160830,   -0.14,    0.12,    0.28,    0.00
20160831,   -0.24,   -0.39,    0.15,    0.00
20160901,    0.03,    0.12,   -0.51,    0.00
20160902,    0.53,    0.40,    0.36,    0.00
20160906,    0.27,    0.09,   -0.55,    0.00
20160907,    0.09,    0.63,    0.02,    0.00
20160908,   -0.18,   -0.01,    0.59,    0.00
20160909,   -2.46,   -0.57,    0.43,    0.00
20160912,    1.44,    0.01,   -0.44,    0.00
20160913,   -1.48,   -0.24,   -0.43,    0.00
20160914,   -0.08,    0.12,   -0.81,    0.00
20160915,    1.07,    0.30,   -0.32,    0.00
20160916,   -0.36,    0.32,   -0.44,    0.00
20160919,    0.05,    0.43,    0.15,    0.00
20160920,   -0.01,   -0.24,   -0.40,    0.00
20160921,    1.12,    0.15,    0.33,    0.00
20160922,    0.70,    0.86,   -0.06,    0.00
20160923,   -0.59,   -0.10,   -0.20,    0.00
20160926,   -0.88,   -0.22,   -0.36,    0.00
20160927,    0.64,   -0.07,   -0.49,    0.00
20160928,    0.56,    0.20,    1.10,    0.00
20160929,   -0.98,   -0.40,    0.50,    0.00
20160930,    0.88,    0.38,    0.34,    0.00
20161003,   -0.26,   -0.02,   -0.14,    0.00
20161004,   -0.45,    0.03,    0.14,    0.00
20161005,    0.58,    0.29,    0.80,    0.00
20161006,   -0.06,   -0.25,    0.28,    0.00
20161007,   -0.38,   -0.51,    0.20,    0.00
20161010,    0.52,    0.56,    0.05,    0.00
20161011,   -1.30,   -0.59,    0.43,    0.00
20161012,    0.06,   -0.24,    0.34,    0.00
20161013,   -0.41,   -0.69,   -0.62,    0.00
20161014,    0.01,   -0.39,    0.58,    0.00
20161017,   -0.29,   -0.04,    0.15,    0.00
20161018,    0.60,   -0.18,    0.05,    0.00
20161019,    0.24,    0.05,    0.93,    0.00
20161020,   -0.16,   -0.03,   -0.11,    0.00
20161021,    0.02,   -0.14,   -0.33,    0.00
20161024,    0.54,    0.06,   -0.19,    0.00
20161025,   -0.46,   -0.59,    0.24,    0.00
20161026,   -0.23,   -0.84,    0.71,    0.00
20161027,   -0.32,   -0.96,    0.56,    0.00
20161028,   -0.29,   -0.10,    0.09,    0.00
20161031,    0.02,    0.07,    0.09,    0.00
20161101,   -0.68,   -0.39,    0.23,    0.00
20161102,   -0.73,   -0.64,    0.26,    0.00
20161103,   -0.40,   -0.45,    1.05,    0.00
20161104,   -0.12,    0.86,   -0.42,    0.00
20161107,    2.24,    0.18,   -0.11,    0.00
20161108,    0.40,   -0.08,   -0.23,    0.00
20161109,    1.45,    1.88,    1.07,    0.00
20161110,    0.32,    1.14,    1.85,    0.00
20161111,    0.18,    2.52,   -0.02,    0.00
20161114,    0.20,    0.64,    1.41,    0.00
20161115,    0.80,   -0.54,    0.15,    0.00
20161116,   -0.12,    0.30,   -0.54,    0.00
20161117,    0.56,    0.13,   -0.15,    0.00
20161118,   -0.16,    0.56,    0.38,    0.00
20161121,    0.77,   -0.26,    0.05,    0.00
20161122,    0.31,    0.56,    0.53,    0.00
20161123,    0.15,    0.50,    0.19,    0.00
20161125,    0.40,   -0.06,   -0.29,    0.00
20161128,   -0.64,   -0.76,    0.08,    0.00
20161129,    0.12,   -0.36,   -0.05,    0.00
20161130,   -0.25,   -0.38,    2.20,    0.00
20161201,   -0.36,   -0.64,    2.03,    0.00
20161202,    0.00,    0.04,   -0.32,    0.00
20161205,    0.75,    1.09,    0.27,    0.00
20161206,    0.47,    0.62,    0.21,    0.00
20161207,    1.26,   -0.60,    0.48,    0.00
20161208,    0.36,    1.16,    0.60,    0.00
20161209,    0.46,   -0.28,    0.20,    0.00
20161212,   -0.30,   -0.95,   -0.14,    0.00
20161213,    0.60,   -0.53,   -0.25,    0.00
20161214,   -0.82,   -0.38,   -0.28,    0.00
20161215,    0.46,    0.38,    0.29,    0.00
20161216,   -0.22,    0.07,   -0.41,    0.00
20161219,    0.22,    0.33,    0.06,    0.00
20161220,    0.44,    0.43,    0.64,    0.00
20161221,   -0.24,   -0.36,    0.20,    0.00
20161222,   -0.30,   -0.75,    0.25,    0.00
20161223,    0.19,    0.57,   -0.50,    0.00
20161227,    0.27,    0.22,    0.13,    0.00
20161228,   -0.87,   -0.27,    0.08,    0.00
20161229,   -0.04,    0.15,   -0.33,    0.00
20161230,   -0.52,   -0.11,    0.21,    0.00
20170103,    0.83,   -0.12,    0.06,    0.00
20170104,    0.79,    0.95,   -0.15,    0.00
20170105,   -0.21,   -0.88,   -0.78,    0.00
20170106,    0.29,   -0.66,   -0.31,    0.00
20170109,   -0.37,   -0.30,   -1.03,    0.00
20170110,    0.16,    0.88,    0.43,    0.00
20170111,    0.31,   -0.23,    0.68,    0.00
20170112,   -0.30,   -0.58,   -0.86,    0.00
20170113,    0.29,    0.61,   -0.09,    0.00
20170117,   -0.49,   -0.85,   -0.64,    0.00
20170118,    0.24,    0.18,    0.23,    0.00
20170119,   -0.38,   -0.50,   -0.06,    0.00
20170120,    0.33,    0.05,    0.22,    0.00
20170123,   -0.29,   -0.04,   -0.33,    0.00
20170124,    0.82,    0.71,    0.81,    0.00
20170125,    0.84,    0.17,    0.43,    0.00
20170126,   -0.10,   -0.62,    0.40,    0.00
20170127,   -0.12,   -0.01,   -0.68,    0.00
20170130,   -0.68,   -0.72,   -0.46,    0.00
20170131,    0.00,    0.87,   -0.55,    0.00
20170201,    0.03,   -0.08,    0.04,    0.00
20170202,   -0.02,   -0.23,   -0.29,    0.00
20170203,    0.82,    0.51,    0.74,    0.00
20170206,   -0.27,   -0.62,   -0.16,    0.00
20170207,    0.00,   -0.30,   -0.51,    0.00
20170208,    0.07,   -0.24,   -0.59,    0.00
20170209,    0.71,    0.68,    0.08,    0.00
20170210,    0.37,    0.39,    0.17,    0.00
20170213,    0.49,   -0.32,    0.34,    0.00
20170214,    0.45,   -0.24,    0.35,    0.00
20170215,    0.53,    0.18,   -0.42,    0.00
20170216,   -0.16,   -0.22,    0.00,    0.00
20170217,    0.20,    0.00,   -0.54,    0.00
20170221,    0.60,   -0.01,    0.13,    0.00
20170222,   -0.15,   -0.37,    0.10,    0.00
20170223,   -0.12,   -0.66,    0.24,    0.00
20170224,    0.15,    0.03,   -0.96,    0.00
